epoch,training_loss,validation_loss,training_acc,validation_acc
0,3575.494572162628,420.31227695941925,0.3065333333333333,0.4626
1,2814.7312014102936,137.6044591665268,0.45153333333333334,0.682
2,1114.4016722552478,50.378753524273634,0.8013333333333333,0.9046
3,525.9773399410769,34.61412853188813,0.9131333333333334,0.9322
4,351.0080031636171,27.151866795495152,0.94375,0.9482
5,263.5775982623454,22.15823088400066,0.9581333333333333,0.9588
6,209.50947142776567,21.07376265269704,0.9657666666666667,0.9614
7,167.60565355978906,19.895687853218988,0.9733166666666667,0.963
8,140.75921639756416,16.487651891540736,0.97765,0.967
9,113.44976254006906,17.514281209849287,0.9814,0.9672
10,89.98078356658516,18.173150290211197,0.9857333333333334,0.9686
11,70.42762459265941,25.110431248904206,0.9885833333333334,0.956
12,63.98349813853565,15.982826521270908,0.98955,0.974
13,51.572858794908825,17.955668333233916,0.9917333333333334,0.972
14,38.341274824279026,16.68474934747428,0.9939,0.978
15,35.09512504135364,17.39005484950394,0.9944333333333333,0.9756
16,26.646203907836025,18.490849500729382,0.9958833333333333,0.9732
17,24.300358840060653,23.40463334600645,0.9960666666666667,0.9718
18,21.83694737472706,17.29607539159042,0.9967,0.977
19,15.624349767592776,18.870730263872247,0.9973666666666666,0.9756
20,13.707459096948241,19.065479728562423,0.9980833333333333,0.9728
21,10.064572132735975,19.681272972233728,0.9985,0.9764
22,10.953110561324138,20.042985030973796,0.99825,0.9758
23,8.18821475671757,21.175165384366665,0.9988166666666667,0.9766
24,5.265509187534008,19.9749535517235,0.9993166666666666,0.9768
25,3.51285479772946,23.345087620294635,0.9996,0.9742
26,4.374269863573318,21.932469876273444,0.9993,0.977
27,7.602102569422868,20.387372486939057,0.9988333333333334,0.9766
28,5.96714750899082,20.086014987477483,0.9991833333333333,0.978
29,4.872042589066211,25.149522163429992,0.9993666666666666,0.9728
30,4.924355246607547,19.54992363613644,0.9993666666666666,0.9772
31,5.2826114270245625,21.000279082915768,0.99925,0.977
32,1.029032843948471,21.153509567209312,0.9998833333333333,0.9786
33,2.299310530584364,22.474260153365776,0.9995333333333334,0.9774
34,4.155821570329067,22.823630402941546,0.9994,0.9776
35,1.3008233898523827,22.52795872467709,0.9998166666666667,0.9792
36,1.3161045735088237,22.645500886891966,0.9998333333333334,0.978
37,0.3349186900900847,22.450710300932485,0.9999666666666667,0.9796
38,0.18477443161677343,22.737850941136923,0.9999666666666667,0.98
39,2.8686783700487837,21.791282704794156,0.9996333333333334,0.9786
40,0.6836393767179629,22.66568985834175,0.9999166666666667,0.9798
41,0.15274259495573972,23.18981301212908,1.0,0.979
42,0.09097971219885892,23.137581553806783,1.0,0.98
43,0.06865888685483768,23.45565698434318,1.0,0.9796
44,0.04818063631691416,24.0899754606854,1.0,0.9796
45,0.035675277458793175,23.83339075949712,1.0,0.9796
46,0.03060585928345283,23.947986559402608,1.0,0.9796
47,0.026861020718911277,24.099852671488136,1.0,0.9796
48,0.02418603387535967,24.22042417793819,1.0,0.9798
