epoch,training_loss,validation_loss,training_acc,validation_acc
0,3508.592660486698,204.01190012693405,0.39613333333333334,0.6266
1,1396.0905721336603,67.01713505387306,0.7641666666666667,0.8602
2,671.6510323956609,44.224276181310415,0.8846666666666667,0.9092
3,479.0382385253906,34.911429926753044,0.9170666666666667,0.9262
4,384.04786913096905,29.36632663011551,0.9336666666666666,0.938
5,326.8946021106094,27.23856039904058,0.9437166666666666,0.9428
6,287.97081345738843,24.558816344477236,0.9494,0.9468
7,257.23049414984416,23.657718987204134,0.95585,0.953
8,232.49840600928292,22.455750294029713,0.9598166666666667,0.9516
9,211.77424422104377,21.484516628552228,0.9633833333333334,0.9528
10,194.17463094368577,20.33510478376411,0.9662166666666666,0.9592
11,178.56856770941522,19.243716226308607,0.9693833333333334,0.9606
12,166.46693264244823,20.06984594743699,0.9708166666666667,0.96
13,154.62478489644127,18.38014362519607,0.97315,0.963
14,143.10443517926615,19.002679150085896,0.9753833333333334,0.9634
15,133.44320572997094,17.835546922375215,0.9767333333333333,0.9654
16,124.60846186347771,17.226150675545796,0.9785166666666667,0.9662
17,115.77990628022235,17.498827194271144,0.9802166666666666,0.9654
18,107.79748977874988,17.988895611546468,0.98175,0.9676
19,101.06280136710848,18.065019012778066,0.9827166666666667,0.966
20,94.43325130341691,17.927970203221776,0.9835833333333334,0.9678
21,86.34453859257337,18.676801204754156,0.9856833333333334,0.9674
22,79.88601709487557,18.023890475917142,0.9867833333333333,0.968
23,74.74770935166453,18.427021280032932,0.98745,0.97
24,69.28405190397461,19.772331551706884,0.98825,0.9664
25,65.35181654810731,20.058648718171753,0.9887666666666667,0.9692
26,60.90222733592964,18.934805891600263,0.9894166666666667,0.968
27,53.52858088624453,20.061676987170358,0.99145,0.9676
28,51.585450557266086,20.85699181560358,0.9908666666666667,0.9688
29,47.71617504724668,20.342340162858818,0.99185,0.968
30,44.02423309156575,22.647446223616498,0.9928333333333333,0.9682
31,40.49218832345741,22.969949107247885,0.9929666666666667,0.9692
32,36.804455812755805,21.976377331760887,0.9939166666666667,0.9694
33,33.34886932573545,23.30012757467557,0.9947166666666667,0.9694
34,30.51174559011406,22.895963810223975,0.99545,0.9686
35,26.870237199288113,25.922112168204876,0.9960333333333333,0.9676
36,24.981724953390085,26.76424057772965,0.9962333333333333,0.9686
37,27.25476737519648,31.310653394073597,0.9954333333333333,0.9648
38,27.21462236227717,28.930750606727997,0.9955666666666667,0.9664
39,19.719567394177545,26.609140258176012,0.99705,0.9682
40,19.148676727349823,28.815410842512392,0.9972,0.964
41,18.029297664249157,29.35005731895035,0.9972166666666666,0.9692
42,15.703807054900722,29.214104290032083,0.9976666666666667,0.9682
43,11.508019045737527,31.706627657340505,0.99865,0.969
44,9.735305154735244,31.613062340132842,0.9988333333333334,0.9692
45,9.959637203968867,31.638200540179426,0.9987166666666667,0.9678
46,8.842165012835697,31.67968679653029,0.9989666666666667,0.968
47,7.373160883941178,34.387453847603865,0.9991666666666666,0.9674
48,10.770790826892949,33.28838149435251,0.9985166666666667,0.969
49,9.598728368560785,35.75418643292244,0.99855,0.9664
50,15.315210174032146,34.781608502431425,0.99755,0.9658
51,19.04027826282325,34.977026901299496,0.9967166666666667,0.9688
52,13.699593345534403,32.76748714117025,0.9976,0.9684
53,5.5503026655121825,31.697160478792853,0.9994166666666666,0.9706
54,3.9727506893280378,34.18267524604926,0.9996,0.9696
55,2.3783758365224044,34.40021730384642,0.9999166666666667,0.97
56,1.6785304538609311,34.623132196167134,0.99995,0.9698
57,1.3731134228946063,35.996326733375184,0.99995,0.9696
58,1.116144701344103,36.564369289321476,0.9999833333333333,0.9684
59,0.9820147772843959,36.86980494645047,1.0,0.9696
60,0.8623062194133693,37.07208318660141,1.0,0.9698
61,0.7807780467326904,37.828276931245576,1.0,0.9692
62,0.7114408735056859,37.97627036200265,1.0,0.9696
63,0.652203350087031,38.458577491164334,1.0,0.9706
64,0.6020771197951729,38.690665244065386,1.0,0.9696
65,0.5601864700253569,39.43838278278882,1.0,0.9698
66,0.5266978598293783,39.46569637118803,1.0,0.97
67,0.4887036265196485,39.30100974319025,1.0,0.97
68,0.46336595729826846,39.925922588533524,1.0,0.9696
69,0.4356865896047346,40.25199907640612,1.0,0.9698
70,0.4130308349624727,40.36057471942367,1.0,0.9698
71,0.39291840970183656,40.491233250250424,1.0,0.9704
72,0.3747848166725678,40.857254021529485,1.0,0.9704
73,0.3558307183909528,41.423091522165294,1.0,0.9694
74,0.34069818411200603,42.41949303395932,1.0,0.9698
75,0.32738864920074606,41.597708804208,1.0,0.9702
76,0.31449980450181614,41.63714679188316,1.0,0.9702
77,0.3019113351139675,44.72560015299288,1.0,0.9702
78,0.2902001861077099,42.123568131572775,1.0,0.9702
79,0.2784755328945938,42.23421450285561,1.0,0.9702
80,0.26907205106303844,42.4361495359125,1.0,0.9704
81,0.25924198191770076,43.02736267588965,1.0,0.9702
82,0.25046846884323415,42.69706205475809,1.0,0.97
83,0.24332966211848284,42.922720071070174,1.0,0.9704
84,0.23502711603163728,43.06054173589417,1.0,0.9704
85,0.22778400311262437,43.38976732698144,1.0,0.9698
86,0.2211841933546168,43.37663988515945,1.0,0.9702
87,0.21510939594626688,43.4496701913816,1.0,0.9702
88,0.2089665960253122,43.54519780162701,1.0,0.9702
89,0.20306000932218704,43.69588251263133,1.0,0.97
90,0.197229847425328,44.75870571067738,1.0,0.9702
91,0.1921853983843249,43.85051235893465,1.0,0.9702
92,0.18698861772332576,44.82210302245294,1.0,0.97
93,0.18222126600208588,44.32284425926139,1.0,0.9704
94,0.17777514846558362,44.31037618564408,1.0,0.9702
95,0.1727748949738046,44.4604697321197,1.0,0.97
96,0.1692694462285229,45.05119903066983,1.0,0.97
97,0.16512850562371484,44.707124473156,1.0,0.97
98,0.16107228122235795,44.74839863459774,1.0,0.9702
99,0.15768655830340417,44.78178400767503,1.0,0.97
