epoch,training_loss,validation_loss,training_acc,validation_acc
0,2489.4278356432915,152.80936747789383,0.5570833333333334,0.7052
1,1189.7934984862804,92.91980621218681,0.7701,0.787
2,962.0852728933096,84.18673302233219,0.8108333333333333,0.8052
3,868.1016390100121,79.12425780296326,0.8287833333333333,0.8162
4,808.2081283554435,75.5445276349783,0.8401,0.8214
5,766.1658414974809,73.04943314194679,0.8474166666666667,0.8282
6,731.2944352403283,70.98314192891121,0.8552666666666666,0.8318
7,703.6272595077753,70.7719750944525,0.8600333333333333,0.8358
8,679.6163711994886,69.46978728473186,0.8639333333333333,0.838
9,658.4118628613651,68.12669549882412,0.8688,0.8448
10,639.8112574629486,67.8635575696826,0.8716833333333334,0.8458
11,622.383262090385,66.82253510504961,0.8749166666666667,0.8514
12,605.3795816674829,66.31879045069218,0.8789333333333333,0.8476
13,591.5694850087166,67.08287984132767,0.8818166666666667,0.8462
14,576.5887547135353,65.67792630568147,0.8847166666666667,0.851
15,563.4606916047633,65.49113795161247,0.887,0.8478
16,551.6413924507797,65.7366728335619,0.88905,0.8524
17,537.8096194267273,65.938461355865,0.8918,0.85
18,527.2126694582403,65.67764611914754,0.8932,0.8512
19,516.1603277344257,66.63850799947977,0.8952333333333333,0.8526
20,503.4294139780104,66.53770110756159,0.8991833333333333,0.8554
21,495.48256414942443,64.81967800110579,0.9003333333333333,0.856
22,484.8207904547453,67.34747644886374,0.9026333333333333,0.8506
23,473.60339027270675,66.1503040716052,0.9044166666666666,0.8564
24,463.0056303050369,66.44820533087477,0.9068166666666667,0.8534
25,453.33994956314564,65.962660882622,0.9088,0.8572
26,444.1221307106316,67.32291982322931,0.9113,0.8538
27,435.6269206944853,69.73016483709216,0.9130166666666667,0.8516
28,424.7835968863219,69.86211776919663,0.9148166666666666,0.8492
29,416.83710479550064,68.38956176489592,0.9163833333333333,0.8572
30,408.48698742315173,70.00153303146362,0.9189166666666667,0.856
31,399.6648749932647,69.92740360088646,0.9196666666666666,0.856
32,391.96397260483354,71.83149881288409,0.92105,0.8582
33,382.76109654363245,73.1016696866136,0.9233166666666667,0.8574
34,373.81328376941383,73.47638265043497,0.9257833333333333,0.8558
35,365.4492516387254,76.92128086462617,0.9268166666666666,0.8534
36,356.7990380330011,76.41989428177476,0.9284,0.8534
37,352.1797537105158,75.14837911725044,0.9290666666666667,0.855
38,342.4887644732371,77.71077490970492,0.9311666666666667,0.8508
39,337.28369032405317,81.03674169257283,0.9327166666666666,0.851
40,328.3283749911934,78.19837744534016,0.9339833333333334,0.8588
41,323.34778979374096,79.91894233226776,0.9344,0.852
42,316.77625798620284,82.81461073458195,0.9363333333333334,0.8518
43,312.6586637124419,85.67567157000303,0.9368333333333333,0.8568
44,302.37132387422025,80.77263041213155,0.93935,0.8556
45,291.71079084509984,84.55831080675125,0.9414,0.8516
46,286.04926000349224,86.17463430762291,0.9422333333333334,0.8486
47,279.50434362736996,86.4635885283351,0.9446333333333333,0.8558
48,273.24308142624795,91.04651517048478,0.9455833333333333,0.8558
49,261.55546447308734,94.67964365333319,0.9478,0.8518
50,260.9216253240593,91.44596275128424,0.9472166666666667,0.8538
51,265.9995849994011,93.58674024790525,0.9463666666666667,0.8486
52,252.92601520451717,95.38192295003682,0.94885,0.8512
53,244.2807065002853,99.00078932195902,0.9516333333333333,0.8516
54,231.5247083553113,101.40216436609626,0.9539,0.8506
55,233.53811068180948,105.99077459797263,0.9527166666666667,0.849
56,230.10567142814398,104.9047244116664,0.9541166666666666,0.8496
57,222.54098758101463,105.20772421360016,0.9549833333333333,0.8458
58,213.72617676883237,104.32773361261934,0.95755,0.8498
59,216.85778093209956,114.16825475916266,0.9568166666666666,0.846
60,219.6417628400959,109.94589175283909,0.9566333333333333,0.8532
61,210.58398508443497,111.7253502458334,0.9577,0.847
62,195.07546447427012,114.3659003302455,0.9615166666666667,0.8464
