epoch,training_loss,validation_loss,training_acc,validation_acc
0,2338.6508691608906,114.37227120995522,0.5715,0.7596
1,1770.6490883380175,98.66030202805996,0.7462333333333333,0.7822
2,946.2503962367773,85.25113639235497,0.8164833333333333,0.8054
3,851.9370884150267,77.99418346583843,0.8327833333333333,0.8282
4,782.8663028255105,80.7062728703022,0.8441666666666666,0.8222
5,741.115831322968,73.00934681296349,0.8528333333333333,0.8368
6,706.6824095249176,71.58198653906584,0.8594666666666667,0.8456
7,672.2232897877693,67.59703589975834,0.8655666666666667,0.8494
8,641.3458557613194,69.94635647535324,0.8712666666666666,0.8474
9,610.1465947963297,67.82431174069643,0.8771,0.8424
10,581.8907224163413,67.03421323746443,0.8840833333333333,0.8528
11,557.4147487394512,62.29381304234266,0.8882,0.8656
12,535.7720745857805,61.77203059196472,0.89315,0.8648
13,511.7637635022402,59.80279175192118,0.8971833333333333,0.8692
14,498.2828827109188,60.57822793163359,0.8997333333333334,0.8686
15,471.77153216302395,62.34618414007127,0.9051,0.864
16,455.85911140963435,59.12989120930433,0.9090166666666667,0.8762
17,437.5852271709591,60.14328649267554,0.9121166666666667,0.8708
18,418.8014361653477,58.99025547504425,0.9155,0.8748
19,407.15494158118963,58.67456937581301,0.9177666666666666,0.8768
20,389.58856654912233,63.5286758877337,0.9217666666666666,0.864
21,377.6329623237252,60.756414072588086,0.92415,0.8742
22,361.7667893646285,60.12721779383719,0.9268333333333333,0.8782
23,349.15510012209415,59.5459453985095,0.93,0.8822
24,337.20281611103565,63.594012923538685,0.9323166666666667,0.8762
25,319.92464098799974,58.790831381455064,0.9358166666666666,0.8806
26,307.0585087919608,61.06192170828581,0.9385,0.883
27,297.9830269739032,64.50488050282001,0.9396333333333333,0.88
28,284.8784804735333,63.502011427655816,0.9424666666666667,0.8788
29,270.29668633267283,60.86041616462171,0.9462166666666667,0.8812
30,260.07528310921043,65.77499681524932,0.9464833333333333,0.875
31,246.2291469904594,61.717635489068925,0.9507,0.886
32,235.0277156648226,63.13755103573203,0.9530666666666666,0.885
33,222.97213496593758,68.24791269004345,0.9552,0.8842
34,212.77230857126415,67.18806107004639,0.9581333333333333,0.881
35,202.92610664945096,68.79076704010367,0.95905,0.8814
