epoch,training_loss,validation_loss,training_acc,validation_acc
61,29.809730539724114,139.04545903205872,0.98826,0.7218
62,30.982757255871547,140.64412891864777,0.9873,0.713
63,28.462917418335564,141.72926896810532,0.98834,0.7242
64,38.521373171999585,139.0690297484398,0.98468,0.7146
65,27.694292864282033,145.07590872049332,0.98888,0.7092
66,30.543726905001677,143.33794564008713,0.98802,0.709
67,30.39600450591388,131.5935708284378,0.98798,0.7034
68,28.882784662768245,136.05071300268173,0.98818,0.7164
69,26.402256490284344,137.73568880558014,0.98966,0.7126
70,28.372202892496716,143.6367581486702,0.98882,0.7096
71,26.604663892881945,144.49534319341183,0.98982,0.7064
72,26.462728269645595,162.99148124456406,0.98992,0.715
73,29.696641018861555,135.41647559404373,0.9879,0.7152
74,23.17826196673559,153.12868148088455,0.99078,0.7132
75,28.875497240864206,145.98750644922256,0.98858,0.71
76,28.59024897236668,140.7382836341858,0.98872,0.7206
77,25.13748290035437,149.04763075429946,0.98966,0.7194
78,26.23780961628654,140.51310777664185,0.9891,0.7268
79,27.010124033942702,142.70454144477844,0.98924,0.7162
80,23.487009764270624,142.12233573198318,0.9907,0.7136
81,23.704403764771996,147.6394726037979,0.9907,0.7188
82,21.228449380692837,143.54195487499237,0.99136,0.7266
83,24.036868316739856,139.4133038520813,0.98996,0.7208
84,24.63612170961278,128.3026941716671,0.99012,0.7192
85,23.6281968022231,149.94327926635742,0.9909,0.7182
86,23.553891499839665,157.74542158842087,0.99014,0.7226
87,26.72349956738617,143.65388238430023,0.98878,0.7172
88,21.80153162512579,138.98807418346405,0.99124,0.7236
89,19.729044380575942,140.5674700140953,0.99252,0.7268
90,20.693430291274126,148.75272858142853,0.9919,0.7136
91,23.72033471820032,150.17770636081696,0.99002,0.7188
92,23.843902445223648,146.9663388133049,0.99076,0.7222
93,18.6786048986105,162.25857543945312,0.99272,0.7182
94,24.134471259487327,142.03456610441208,0.99058,0.7246
95,17.385818335947988,154.54554039239883,0.9932,0.7196
96,20.949777428053494,146.83344489336014,0.992,0.7278
97,21.251441267355403,141.65810146927834,0.99166,0.722
98,23.825231026181427,149.06807565689087,0.9909,0.7126
99,23.775660949682788,146.31197255849838,0.99028,0.7074
